occ_year,occ_hour,premises_type,age_cohort
2020,14,Apartment,35 to 44
2020,19,Apartment,55 to 64
2020,15,Educational,45 to 54
2020,19,Commercial,25 to 34
2020,15,Apartment,35 to 44
2020,20,Apartment,35 to 44
2020,15,Other,65 and above
2020,23,Apartment,55 to 64
2020,2,Outside,35 to 44
2020,17,Apartment,35 to 44
2020,23,House,18 to 24
2020,14,Apartment,45 to 54
2020,17,Transit,45 to 54
2020,16,Apartment,55 to 64
2020,11,Apartment,65 and above
2020,16,Outside,18 to 24
2020,11,Other,35 to 44
2020,12,Apartment,45 to 54
2020,12,Apartment,25 to 34
2020,11,Other,45 to 54
2020,17,Other,65 and above
2020,10,Apartment,25 to 34
2020,14,Apartment,25 to 34
2020,22,Apartment,25 to 34
2020,16,House,25 to 34
2020,12,Outside,45 to 54
2020,12,Outside,Not Recorded
2020,16,Transit,35 to 44
2020,11,Other,25 to 34
2020,19,House,55 to 64
2020,10,Outside,35 to 44
2020,1,Apartment,25 to 34
2020,20,Apartment,25 to 34
2020,14,Other,35 to 44
2020,14,House,45 to 54
2020,8,House,25 to 34
2020,15,House,25 to 34
2020,2,Other,25 to 34
2020,2,Transit,45 to 54
2020,10,Apartment,25 to 34
2020,16,Other,25 to 34
2020,19,Apartment,18 to 24
2020,12,Outside,45 to 54
2020,18,House,18 to 24
2020,17,Other,25 to 34
2020,8,House,35 to 44
2020,15,Outside,45 to 54
2020,2,Apartment,45 to 54
2020,18,Other,25 to 34
2020,3,Apartment,25 to 34
2020,16,Outside,25 to 34
2020,19,Outside,18 to 24
2020,10,House,65 and above
2020,13,Other,65 and above
2020,12,Apartment,45 to 54
2020,12,Commercial,18 to 24
2020,12,Apartment,18 to 24
2020,10,Outside,18 to 24
2020,22,Outside,25 to 34
2020,13,Apartment,25 to 34
2020,21,Apartment,25 to 34
2020,17,Other,45 to 54
2020,12,Apartment,35 to 44
2020,9,Other,45 to 54
2020,2,Other,35 to 44
2020,10,Outside,18 to 24
2020,14,Apartment,25 to 34
2020,18,Other,25 to 34
2020,2,Apartment,25 to 34
2020,17,Other,55 to 64
2020,7,Outside,18 to 24
2020,15,Other,25 to 34
2020,11,House,45 to 54
2020,6,Apartment,25 to 34
2020,15,Other,25 to 34
2020,19,Outside,25 to 34
2020,19,Outside,35 to 44
2020,15,Apartment,25 to 34
2020,16,Outside,25 to 34
2020,6,House,18 to 24
2020,12,Outside,35 to 44
2020,17,Apartment,18 to 24
2020,13,Apartment,65 and above
2020,11,Apartment,65 and above
2020,9,Outside,25 to 34
2020,7,Other,18 to 24
2020,14,Apartment,18 to 24
2020,2,Apartment,45 to 54
2020,2,Apartment,35 to 44
2020,10,Apartment,25 to 34
2020,14,Other,55 to 64
2020,19,House,25 to 34
2020,15,Other,45 to 54
2020,10,Apartment,18 to 24
2020,10,Apartment,25 to 34
2020,14,Outside,25 to 34
2020,10,Apartment,18 to 24
2020,10,House,18 to 24
2020,9,Apartment,25 to 34
2020,14,Apartment,55 to 64
2020,11,Other,25 to 34
2020,16,Apartment,45 to 54
2020,19,Other,45 to 54
2020,17,Apartment,55 to 64
2020,23,Commercial,25 to 34
2020,8,Apartment,65 and above
2020,11,Other,18 to 24
2020,23,Educational,35 to 44
2020,9,Outside,65 and above
2020,19,Apartment,35 to 44
2020,20,Apartment,55 to 64
2020,10,Commercial,18 to 24
2020,21,Commercial,25 to 34
2020,11,Apartment,45 to 54
2020,13,House,65 and above
2020,15,Other,25 to 34
2020,20,Apartment,18 to 24
2020,11,Outside,25 to 34
2020,3,Apartment,35 to 44
2020,11,Outside,35 to 44
2020,11,House,25 to 34
2020,19,Outside,25 to 34
2020,13,Commercial,18 to 24
2020,2,Apartment,65 and above
2020,23,House,45 to 54
2020,12,House,55 to 64
2020,19,House,35 to 44
2020,21,Commercial,45 to 54
2020,1,House,35 to 44
2020,10,Outside,25 to 34
2020,20,Apartment,45 to 54
2020,14,Apartment,25 to 34
2020,2,House,35 to 44
2020,14,Apartment,45 to 54
2020,19,House,45 to 54
2020,16,Apartment,45 to 54
2020,2,Outside,18 to 24
2020,17,Apartment,45 to 54
2020,8,House,35 to 44
2020,18,Apartment,55 to 64
2020,13,Apartment,18 to 24
2020,23,Commercial,18 to 24
2020,13,Other,18 to 24
2020,1,Other,45 to 54
2020,12,Commercial,35 to 44
2020,8,Apartment,25 to 34
2020,19,Apartment,35 to 44
2020,9,Apartment,55 to 64
2020,1,Transit,18 to 24
2020,16,Apartment,35 to 44
2020,1,Apartment,18 to 24
2020,14,House,18 to 24
2020,12,Other,18 to 24
2020,17,House,25 to 34
2020,11,House,35 to 44
2020,4,Apartment,25 to 34
2020,9,House,45 to 54
2020,18,Apartment,35 to 44
2020,15,Apartment,55 to 64
2020,20,Apartment,65 and above
2020,16,Other,65 and above
2020,11,Apartment,35 to 44
2020,12,House,35 to 44
2020,20,Apartment,45 to 54
2020,21,Outside,25 to 34
2020,10,Commercial,25 to 34
2020,19,Commercial,25 to 34
2020,16,House,25 to 34
2020,9,Apartment,35 to 44
2020,13,Outside,25 to 34
2020,8,House,45 to 54
2020,11,Other,25 to 34
2020,10,Apartment,18 to 24
2020,14,Apartment,55 to 64
2020,18,Other,18 to 24
2020,18,Apartment,18 to 24
2020,16,Commercial,25 to 34
2020,12,House,25 to 34
2020,16,Other,25 to 34
2020,7,Apartment,25 to 34
2020,16,House,45 to 54
2020,9,Outside,18 to 24
2020,22,Transit,18 to 24
2020,8,Apartment,25 to 34
2020,16,Apartment,25 to 34
2020,14,House,65 and above
2020,17,House,18 to 24
2020,22,Outside,18 to 24
2020,20,House,35 to 44
2020,10,Apartment,65 and above
2020,10,Outside,25 to 34
2020,18,Apartment,25 to 34
2020,15,Apartment,25 to 34
2020,16,Outside,25 to 34
2020,20,House,18 to 24
2020,19,House,45 to 54
2020,2,Outside,25 to 34
2020,23,Apartment,55 to 64
2020,16,Commercial,25 to 34
2020,22,Transit,25 to 34
2020,21,Transit,Not Recorded
2020,13,Apartment,25 to 34
2020,11,Other,65 and above
2020,12,Apartment,45 to 54
2020,21,Outside,35 to 44
2020,20,Outside,25 to 34
2020,16,Other,25 to 34
2020,20,Apartment,35 to 44
2020,19,Apartment,18 to 24
2020,2,Other,18 to 24
2020,13,Other,25 to 34
2020,11,Outside,35 to 44
2020,14,Apartment,25 to 34
2020,21,Apartment,18 to 24
2020,12,House,45 to 54
2020,21,House,35 to 44
2020,12,Apartment,25 to 34
2020,22,Transit,45 to 54
2020,17,House,35 to 44
2020,21,Apartment,45 to 54
2020,11,Apartment,25 to 34
2020,17,House,25 to 34
2020,10,Other,35 to 44
2020,20,Other,25 to 34
2020,13,House,55 to 64
2020,20,House,18 to 24
2020,14,House,35 to 44
2020,18,Other,18 to 24
2020,20,Outside,45 to 54
2020,15,Apartment,35 to 44
2020,3,Outside,65 and above
2020,15,Apartment,45 to 54
2020,14,Outside,25 to 34
2020,12,Apartment,65 and above
2020,13,Commercial,25 to 34
2020,12,Apartment,45 to 54
2020,21,Apartment,55 to 64
2020,18,Outside,45 to 54
2020,15,Transit,35 to 44
2020,12,House,45 to 54
2020,2,Outside,18 to 24
2020,9,Apartment,35 to 44
2020,13,Other,65 and above
2020,16,Apartment,35 to 44
2020,5,Apartment,35 to 44
2020,10,Apartment,35 to 44
2020,15,Other,18 to 24
2020,23,Apartment,25 to 34
2020,8,Other,18 to 24
2020,18,Other,25 to 34
2020,14,Outside,25 to 34
2020,16,Apartment,35 to 44
2020,14,Apartment,25 to 34
2020,14,Apartment,18 to 24
2020,11,Apartment,55 to 64
2020,18,Other,18 to 24
2020,12,Apartment,65 and above
2020,10,Outside,18 to 24
2020,11,Other,18 to 24
2020,9,House,45 to 54
2020,18,Apartment,18 to 24
2020,4,Outside,25 to 34
2020,17,Apartment,45 to 54
2020,20,Apartment,55 to 64
2020,22,Apartment,45 to 54
2020,13,Apartment,35 to 44
2020,9,Apartment,35 to 44
2020,13,Outside,25 to 34
2020,17,House,25 to 34
2020,7,Apartment,35 to 44
2020,12,Outside,25 to 34
2020,21,House,25 to 34
2020,18,Other,35 to 44
2020,16,Apartment,18 to 24
2020,10,Other,55 to 64
2020,8,Apartment,35 to 44
2020,15,Apartment,55 to 64
2020,15,House,45 to 54
2020,15,Other,25 to 34
2020,18,Apartment,35 to 44
2020,21,Apartment,45 to 54
2020,18,Apartment,25 to 34
2020,8,House,25 to 34
2020,12,Other,55 to 64
2020,9,Commercial,45 to 54
2020,18,Outside,25 to 34
2020,21,Outside,18 to 24
2020,17,House,45 to 54
2020,11,House,18 to 24
2020,9,Commercial,25 to 34
2020,18,Other,45 to 54
2020,18,Apartment,65 and above
2020,14,Transit,45 to 54
2020,13,Apartment,25 to 34
2020,11,Outside,25 to 34
2020,13,Other,25 to 34
2020,16,House,18 to 24
2020,20,Apartment,55 to 64
2020,5,Outside,35 to 44
2020,11,Other,65 and above
2020,15,House,18 to 24
2020,10,Outside,18 to 24
2020,10,Apartment,25 to 34
2020,7,Apartment,25 to 34
2020,13,House,35 to 44
2020,21,Other,18 to 24
2020,22,Transit,18 to 24
2020,12,Other,65 and above
2020,22,Apartment,25 to 34
2020,11,House,25 to 34
2020,15,Apartment,45 to 54
2020,18,Other,65 and above
2020,21,Other,45 to 54
2020,21,Outside,35 to 44
2020,11,House,35 to 44
2020,14,Apartment,55 to 64
2020,10,Apartment,18 to 24
2020,13,House,18 to 24
2020,11,House,25 to 34
2020,21,Outside,25 to 34
2020,11,Apartment,25 to 34
2020,16,Commercial,55 to 64
2020,20,Transit,65 and above
2020,12,Outside,55 to 64
2020,10,Apartment,25 to 34
2020,11,Other,35 to 44
2020,16,Outside,25 to 34
2020,9,House,25 to 34
2020,9,Commercial,35 to 44
2020,17,Other,25 to 34
2020,21,Apartment,25 to 34
2020,21,Outside,45 to 54
2020,4,Apartment,65 and above
2020,16,Apartment,55 to 64
2020,8,Other,35 to 44
2020,13,Outside,18 to 24
2020,18,Apartment,65 and above
2020,13,Other,35 to 44
2020,1,Outside,25 to 34
2020,19,Apartment,25 to 34
2020,19,Outside,35 to 44
2020,19,House,25 to 34
2020,18,Outside,35 to 44
2020,1,Apartment,25 to 34
2020,21,Transit,55 to 64
2020,11,Apartment,65 and above
2020,12,Outside,35 to 44
2020,8,Apartment,55 to 64
2020,15,House,55 to 64
2020,13,Other,65 and above
2020,20,Outside,45 to 54
2020,23,House,25 to 34
2020,12,Apartment,35 to 44
2020,8,Outside,25 to 34
2020,9,Other,65 and above
2020,13,Apartment,65 and above
2020,18,Apartment,25 to 34
2020,15,Apartment,35 to 44
2020,14,Apartment,25 to 34
2020,10,Other,25 to 34
2020,17,Apartment,25 to 34
2020,23,Outside,35 to 44
2020,9,Apartment,45 to 54
2020,7,Apartment,25 to 34
2020,22,Apartment,25 to 34
2020,20,Apartment,18 to 24
2020,7,Other,35 to 44
2020,12,Apartment,65 and above
2020,19,Apartment,65 and above
2020,10,Apartment,25 to 34
2020,21,Apartment,65 and above
2020,8,Outside,35 to 44
2020,11,Transit,25 to 34
2020,20,Commercial,35 to 44
2020,18,Apartment,45 to 54
2020,16,House,18 to 24
2020,1,Apartment,25 to 34
2020,20,House,25 to 34
2020,18,Apartment,35 to 44
2020,23,Apartment,35 to 44
2020,9,House,35 to 44
2020,9,House,35 to 44
2020,23,House,18 to 24
2020,13,Apartment,18 to 24
2020,9,Outside,25 to 34
2020,3,Apartment,25 to 34
2020,21,Outside,25 to 34
2020,16,Apartment,25 to 34
2020,20,Apartment,25 to 34
2020,5,House,65 and above
2020,18,Apartment,65 and above
2020,13,Apartment,45 to 54
2020,20,Apartment,25 to 34
2020,12,House,25 to 34
2020,14,Other,35 to 44
2020,18,Apartment,25 to 34
2020,20,Apartment,45 to 54
2020,20,Apartment,25 to 34
2020,21,Apartment,25 to 34
2020,21,Outside,18 to 24
2020,20,Outside,45 to 54
2020,17,Other,25 to 34
2020,1,Outside,35 to 44
2020,9,Apartment,25 to 34
2020,19,Outside,25 to 34
2020,15,Apartment,45 to 54
2020,14,Outside,35 to 44
2020,9,House,35 to 44
2020,2,Other,35 to 44
2020,11,House,25 to 34
2020,20,Apartment,45 to 54
2020,23,Apartment,18 to 24
2020,18,Outside,Not Recorded
2020,18,House,18 to 24
2020,4,Apartment,18 to 24
2020,13,Apartment,55 to 64
2020,23,Apartment,25 to 34
2020,15,Apartment,25 to 34
2020,8,Other,45 to 54
2020,12,Commercial,25 to 34
2020,16,Apartment,18 to 24
2020,22,Apartment,25 to 34
2020,13,Other,25 to 34
2020,16,House,25 to 34
2020,13,Other,55 to 64
2020,17,Apartment,45 to 54
2020,15,Other,25 to 34
2020,12,Apartment,55 to 64
2020,10,Apartment,25 to 34
2020,18,House,18 to 24
2020,13,Apartment,55 to 64
2020,14,Apartment,25 to 34
2020,15,Other,55 to 64
2020,18,Apartment,25 to 34
2020,1,Apartment,35 to 44
2020,22,Other,45 to 54
2020,11,Apartment,25 to 34
2020,22,Other,25 to 34
2020,11,Apartment,18 to 24
2020,12,Other,55 to 64
2020,18,Educational,18 to 24
2020,9,Outside,35 to 44
2020,14,Apartment,18 to 24
2020,2,Apartment,25 to 34
2020,12,House,45 to 54
2020,4,Other,35 to 44
2020,18,Apartment,18 to 24
2020,9,Outside,55 to 64
2020,17,Apartment,18 to 24
2020,16,Apartment,25 to 34
2020,2,Outside,25 to 34
2020,9,Apartment,25 to 34
2020,16,Outside,35 to 44
2020,15,Other,25 to 34
2020,10,House,35 to 44
2020,17,House,25 to 34
2020,12,Apartment,Not Recorded
2020,8,Other,65 and above
2020,19,Outside,25 to 34
2020,12,Outside,18 to 24
2020,23,Other,25 to 34
2020,10,House,35 to 44
2020,10,Apartment,25 to 34
2020,15,Commercial,55 to 64
2020,11,Educational,25 to 34
2020,14,Apartment,65 and above
2020,13,House,18 to 24
2020,10,House,25 to 34
2020,11,House,18 to 24
2020,15,Apartment,65 and above
2020,7,Apartment,18 to 24
2020,13,Outside,25 to 34
2020,20,Commercial,35 to 44
2020,21,Outside,35 to 44
2020,14,House,55 to 64
2020,16,Apartment,35 to 44
2020,16,Other,35 to 44
2020,16,House,35 to 44
2020,6,Apartment,25 to 34
2020,5,Outside,65 and above
2020,6,Apartment,25 to 34
2020,11,Apartment,18 to 24
2020,12,Apartment,45 to 54
2020,7,Apartment,25 to 34
2020,17,House,25 to 34
2020,9,Apartment,65 and above
2020,7,Commercial,18 to 24
2020,13,Other,25 to 34
2020,16,Apartment,45 to 54
2020,6,Commercial,25 to 34
2020,9,Other,45 to 54
2020,22,House,25 to 34
2020,13,Other,25 to 34
2020,15,Other,18 to 24
2020,8,Apartment,35 to 44
2020,4,Apartment,55 to 64
2020,7,Apartment,65 and above
2020,19,Other,25 to 34
2020,22,Apartment,35 to 44
2020,21,Apartment,25 to 34
2020,18,Apartment,35 to 44
2020,8,Apartment,18 to 24
2020,11,Other,65 and above
2020,16,Other,35 to 44
2020,11,House,18 to 24
2020,19,House,65 and above
2020,18,Other,35 to 44
2020,19,Apartment,65 and above
2020,16,Apartment,18 to 24
2020,11,House,25 to 34
2020,9,Other,65 and above
2020,4,Apartment,25 to 34
2020,16,Apartment,25 to 34
2020,12,Outside,25 to 34
2020,17,Outside,35 to 44
2020,10,Apartment,55 to 64
2020,15,Other,35 to 44
2020,22,House,25 to 34
2020,16,Apartment,45 to 54
2020,16,House,18 to 24
2020,18,Commercial,35 to 44
2020,9,Other,65 and above
2020,17,House,18 to 24
2020,16,Apartment,25 to 34
2020,22,Other,18 to 24
2020,7,Apartment,35 to 44
2020,16,Apartment,35 to 44
2020,20,House,18 to 24
2020,16,Outside,45 to 54
2020,1,Apartment,18 to 24
2020,22,House,35 to 44
2020,2,Other,25 to 34
2020,14,Outside,25 to 34
2020,14,Apartment,25 to 34
2020,13,House,18 to 24
2020,20,House,18 to 24
2020,16,Other,35 to 44
2020,15,Apartment,55 to 64
2020,9,Transit,35 to 44
2020,1,Outside,65 and above
2020,16,House,65 and above
2020,11,House,25 to 34
2020,18,Apartment,55 to 64
2020,19,Outside,35 to 44
2020,9,House,25 to 34
2020,20,House,18 to 24
2020,11,Commercial,35 to 44
2020,13,House,45 to 54
2020,13,Apartment,45 to 54
2020,12,Transit,25 to 34
2020,19,Outside,18 to 24
2020,22,Outside,25 to 34
2020,10,House,25 to 34
2020,2,Apartment,25 to 34
2020,15,Apartment,18 to 24
2020,20,Apartment,18 to 24
2020,18,Outside,25 to 34
2020,4,House,35 to 44
2020,2,Apartment,25 to 34
2020,22,Outside,35 to 44
2020,14,Apartment,25 to 34
2020,11,House,65 and above
2020,20,House,25 to 34
2020,13,House,55 to 64
2020,3,Apartment,25 to 34
2020,16,Apartment,55 to 64
2020,23,Apartment,18 to 24
2020,11,Apartment,45 to 54
2020,5,House,18 to 24
2020,13,Outside,25 to 34
2020,11,Apartment,35 to 44
2020,8,Apartment,35 to 44
2020,7,Other,35 to 44
2020,23,Outside,35 to 44
2020,9,Apartment,35 to 44
2020,17,Commercial,18 to 24
2020,15,Apartment,35 to 44
2020,11,Apartment,35 to 44
2020,18,Outside,25 to 34
2020,16,Apartment,18 to 24
2020,23,Apartment,25 to 34
2020,12,House,18 to 24
2020,2,Apartment,18 to 24
2020,22,Outside,35 to 44
2020,4,Outside,18 to 24
2020,23,House,18 to 24
2020,3,House,65 and above
2020,15,Apartment,25 to 34
2020,15,Apartment,55 to 64
2020,15,Other,65 and above
2020,18,Apartment,25 to 34
2020,18,Apartment,25 to 34
2020,11,House,45 to 54
2020,15,Apartment,45 to 54
2020,10,Apartment,55 to 64
2020,11,Apartment,55 to 64
2020,20,Apartment,18 to 24
2020,23,Commercial,25 to 34
2020,18,Outside,25 to 34
2020,1,Outside,35 to 44
2020,12,House,25 to 34
2020,13,Other,18 to 24
2020,22,Apartment,35 to 44
2020,9,Commercial,18 to 24
2020,16,Apartment,25 to 34
2020,16,Apartment,25 to 34
2020,9,Apartment,45 to 54
2020,2,Apartment,18 to 24
2020,6,Outside,18 to 24
2020,12,Apartment,55 to 64
2020,17,Other,35 to 44
2020,17,Other,35 to 44
2020,22,House,35 to 44
2020,12,Apartment,65 and above
2020,17,Apartment,35 to 44
2020,11,Outside,35 to 44
2020,21,Apartment,45 to 54
2020,11,Outside,35 to 44
2020,17,House,65 and above
2020,14,House,65 and above
2020,9,Apartment,35 to 44
2020,20,Apartment,18 to 24
2020,23,Outside,18 to 24
2020,10,Transit,35 to 44
2020,4,Apartment,35 to 44
2020,11,Other,18 to 24
2020,12,Commercial,45 to 54
2020,9,Apartment,18 to 24
2020,13,Apartment,18 to 24
2020,16,House,55 to 64
2020,19,Apartment,45 to 54
2020,17,House,55 to 64
2020,10,Outside,35 to 44
2020,13,Outside,18 to 24
2020,23,Other,18 to 24
2020,21,Apartment,45 to 54
2020,10,Apartment,25 to 34
2020,10,House,18 to 24
2020,1,Outside,25 to 34
2020,11,Other,35 to 44
2020,10,Apartment,18 to 24
2020,15,Apartment,25 to 34
2020,16,House,65 and above
2020,10,Commercial,35 to 44
2020,9,Apartment,45 to 54
2020,12,House,18 to 24
2020,3,Apartment,25 to 34
2020,14,Outside,18 to 24
2020,10,Commercial,25 to 34
2020,17,Apartment,25 to 34
2020,16,Apartment,45 to 54
2020,6,House,18 to 24
2020,15,Apartment,45 to 54
2020,3,Commercial,18 to 24
2020,17,Transit,25 to 34
2020,16,House,Not Recorded
2020,14,Commercial,45 to 54
2020,19,Apartment,25 to 34
2020,14,Apartment,45 to 54
2020,20,Apartment,35 to 44
2020,18,Outside,25 to 34
2020,6,House,Not Recorded
2020,16,Apartment,18 to 24
2020,12,House,35 to 44
2020,13,Commercial,45 to 54
2020,19,House,45 to 54
2020,21,Apartment,25 to 34
2020,8,Commercial,25 to 34
2020,16,Outside,45 to 54
2020,21,Apartment,25 to 34
2020,10,House,65 and above
2020,1,House,55 to 64
2020,13,Commercial,65 and above
2020,22,Other,55 to 64
2020,18,House,35 to 44
2020,23,Outside,18 to 24
2020,23,Apartment,18 to 24
2020,7,Apartment,55 to 64
2020,22,Apartment,25 to 34
2020,19,House,18 to 24
2020,11,Outside,55 to 64
2020,16,Apartment,35 to 44
2020,11,Other,35 to 44
2020,10,Apartment,35 to 44
2020,14,Apartment,35 to 44
2020,11,House,25 to 34
2020,13,Commercial,25 to 34
2020,23,Other,35 to 44
2020,20,House,18 to 24
2020,20,Outside,25 to 34
2020,12,Apartment,25 to 34
2020,10,Apartment,25 to 34
2020,10,House,45 to 54
2020,6,Other,25 to 34
2020,19,Other,25 to 34
2020,20,House,35 to 44
2020,18,Commercial,25 to 34
2020,4,Apartment,25 to 34
2020,1,Apartment,25 to 34
2020,12,House,55 to 64
2020,14,Apartment,65 and above
2020,19,Other,45 to 54
2020,15,Apartment,45 to 54
2020,19,Other,35 to 44
2020,23,Apartment,35 to 44
2020,14,Other,35 to 44
2020,1,Transit,25 to 34
2020,7,Apartment,65 and above
2020,23,Commercial,18 to 24
2020,16,Apartment,25 to 34
2020,19,House,55 to 64
2020,10,Apartment,25 to 34
2020,12,Outside,18 to 24
2020,20,Apartment,25 to 34
2020,18,Apartment,65 and above
2020,19,Outside,35 to 44
2020,15,Apartment,35 to 44
2020,11,Apartment,45 to 54
2020,19,Apartment,65 and above
2020,9,Apartment,55 to 64
2020,19,Commercial,25 to 34
2020,17,Apartment,55 to 64
2020,18,Other,45 to 54
2020,10,Transit,25 to 34
2020,9,Apartment,45 to 54
2020,3,House,65 and above
2020,11,Other,65 and above
2020,22,Outside,35 to 44
2020,10,Apartment,18 to 24
2020,10,Other,35 to 44
2020,13,Other,35 to 44
2020,15,Transit,18 to 24
2020,16,Outside,35 to 44
2020,17,Apartment,18 to 24
2020,17,House,25 to 34
2020,14,Commercial,25 to 34
2020,17,Apartment,55 to 64
2020,15,Apartment,55 to 64
2020,21,Apartment,35 to 44
2020,10,Outside,35 to 44
2020,11,Commercial,35 to 44
2020,13,Other,55 to 64
2020,16,Apartment,45 to 54
2020,8,Apartment,55 to 64
2020,16,House,35 to 44
2020,15,Apartment,25 to 34
2020,19,Apartment,65 and above
2020,14,Other,18 to 24
2020,13,Apartment,35 to 44
2020,8,Apartment,25 to 34
2020,17,Apartment,25 to 34
2020,22,Outside,Not Recorded
2020,16,Apartment,55 to 64
2020,11,Other,65 and above
2020,3,House,35 to 44
2020,10,Outside,45 to 54
2020,1,House,25 to 34
2020,7,Apartment,45 to 54
2020,13,Apartment,65 and above
2020,16,Transit,45 to 54
2020,12,Other,45 to 54
2020,19,Apartment,18 to 24
2020,9,Outside,18 to 24
2020,7,Apartment,35 to 44
2020,16,Apartment,25 to 34
2020,9,Commercial,35 to 44
2020,13,Outside,25 to 34
2020,11,Other,25 to 34
2020,19,Commercial,45 to 54
2020,16,Other,55 to 64
2020,19,Apartment,18 to 24
2020,18,Apartment,18 to 24
2020,22,House,35 to 44
2020,9,Apartment,45 to 54
2020,20,Apartment,35 to 44
2020,19,Apartment,35 to 44
2020,22,House,25 to 34
2020,21,Outside,18 to 24
2020,20,Apartment,65 and above
2020,6,House,25 to 34
2020,14,House,18 to 24
2020,2,Apartment,25 to 34
2020,12,Other,25 to 34
2020,18,House,55 to 64
2020,11,Other,25 to 34
2020,7,House,35 to 44
2020,14,Outside,Not Recorded
2020,19,Transit,45 to 54
2020,13,Outside,25 to 34
2020,4,Apartment,25 to 34
2020,18,Apartment,65 and above
2020,16,Apartment,45 to 54
2020,6,Apartment,18 to 24
2020,18,Apartment,25 to 34
2020,17,House,35 to 44
2020,16,House,18 to 24
2020,21,House,25 to 34
2020,23,Other,55 to 64
2020,10,Outside,18 to 24
2020,19,Apartment,65 and above
2020,23,Other,18 to 24
2020,17,Apartment,25 to 34
2020,21,Outside,35 to 44
2020,6,House,65 and above
2020,9,Apartment,55 to 64
2020,9,Other,35 to 44
2020,10,Apartment,45 to 54
2020,9,Other,35 to 44
2020,6,Apartment,18 to 24
2020,15,Commercial,25 to 34
2020,14,Outside,55 to 64
2020,20,House,45 to 54
2020,20,House,55 to 64
2020,11,Other,18 to 24
2020,20,Commercial,18 to 24
2020,14,Transit,35 to 44
2020,16,Apartment,25 to 34
2020,20,Outside,25 to 34
2020,21,Apartment,55 to 64
2020,17,Apartment,25 to 34
2020,19,Apartment,65 and above
2020,7,Apartment,45 to 54
2020,2,Other,25 to 34
2020,19,House,25 to 34
2020,20,Other,55 to 64
2020,10,Apartment,45 to 54
2020,10,Other,35 to 44
2020,9,Apartment,65 and above
2020,8,Apartment,18 to 24
2020,12,Apartment,25 to 34
